"---"
"Dataset: Underlying Cause of Death, 2018-2021, Single Race"
"Query Parameters:"
"Title: trafficdeaths10yrs"
"ICD-10 Codes: V01-V99 (Transport accidents)"
"Group By: Cause of death; Ten-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Mar 8, 2023 7:13:30 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Mar 8, 2023 7:13:30 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"4. The population figures for year 2021 are single-race estimates of the July 1 resident population, from the Vintage 2021"
"postcensal series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates"
"of the July 1 resident population, from the Vintage 2020 postcensal series released by the Census Bureau on July 27, 2021. The"
"population figures for year 2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal"
"series released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series released by the Census Bureau on June 20, 2019."
"5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age"
"Group."
"6. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"7. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
"8. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#ICD-10 Changes."
"Notes"	"Cause of death"	"Cause of death Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"1-4 years"	"1-4"	10	62584825	Unreliable
	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"15-24 years"	"15-24"	13	171302657	Unreliable
	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"25-34 years"	"25-34"	20	183202846	0.0
	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"35-44 years"	"35-44"	20	168477078	0.0
	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"45-54 years"	"45-54"	35	163561170	0.0
	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"55-64 years"	"55-64"	57	169927914	0.0
	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"65-74 years"	"65-74"	26	128191269	0.0
	"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"	"V04.0"	"75-84 years"	"75-84"	12	64021868	Unreliable
	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"5-14 years"	"5-14"	18	164800798	Unreliable
	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"15-24 years"	"15-24"	92	171302657	0.1
	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"25-34 years"	"25-34"	161	183202846	0.1
	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"35-44 years"	"35-44"	139	168477078	0.1
	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"45-54 years"	"45-54"	130	163561170	0.1
	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"55-64 years"	"55-64"	140	169927914	0.1
	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"65-74 years"	"65-74"	82	128191269	0.1
	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"75-84 years"	"75-84"	64	64021868	0.1
	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	"85+ years"	"85+"	17	25783637	Unreliable
	"Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident"	"V05.0"	"25-34 years"	"25-34"	23	183202846	0.0
	"Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident"	"V05.0"	"35-44 years"	"35-44"	21	168477078	0.0
	"Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident"	"V05.0"	"45-54 years"	"45-54"	17	163561170	Unreliable
	"Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident"	"V05.0"	"55-64 years"	"55-64"	20	169927914	0.0
	"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"	"V05.1"	"15-24 years"	"15-24"	22	171302657	0.0
	"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"	"V05.1"	"25-34 years"	"25-34"	21	183202846	0.0
	"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"	"V05.1"	"35-44 years"	"35-44"	31	168477078	0.0
	"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"	"V05.1"	"45-54 years"	"45-54"	22	163561170	0.0
	"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"	"V05.1"	"55-64 years"	"55-64"	25	169927914	0.0
	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"5-14 years"	"5-14"	19	164800798	Unreliable
	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"15-24 years"	"15-24"	175	171302657	0.1
	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"25-34 years"	"25-34"	360	183202846	0.2
	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"35-44 years"	"35-44"	334	168477078	0.2
	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"45-54 years"	"45-54"	241	163561170	0.1
	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"55-64 years"	"55-64"	201	169927914	0.1
	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"65-74 years"	"65-74"	88	128191269	0.1
	"Unspecified whether traffic or nontraffic accident"	"V05.9"	"75-84 years"	"75-84"	39	64021868	0.1
	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"1-4 years"	"1-4"	115	62584825	0.2
	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"5-14 years"	"5-14"	30	164800798	0.0
	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"15-24 years"	"15-24"	38	171302657	0.0
	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"25-34 years"	"25-34"	50	183202846	0.0
	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"35-44 years"	"35-44"	46	168477078	0.0
	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"45-54 years"	"45-54"	85	163561170	0.1
	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"55-64 years"	"55-64"	120	169927914	0.1
	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"65-74 years"	"65-74"	117	128191269	0.1
	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"75-84 years"	"75-84"	104	64021868	0.2
	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	"85+ years"	"85+"	60	25783637	0.2
	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	"1-4 years"	"1-4"	14	62584825	Unreliable
	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	"5-14 years"	"5-14"	10	164800798	Unreliable
	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	"35-44 years"	"35-44"	11	168477078	Unreliable
	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	"45-54 years"	"45-54"	18	163561170	Unreliable
	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	"55-64 years"	"55-64"	21	169927914	0.0
	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	"65-74 years"	"65-74"	14	128191269	Unreliable
	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	"75-84 years"	"75-84"	11	64021868	Unreliable
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"< 1 year"	"1"	11	14930763	Unreliable
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"1-4 years"	"1-4"	220	62584825	0.4
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"5-14 years"	"5-14"	337	164800798	0.2
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"15-24 years"	"15-24"	1575	171302657	0.9
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"25-34 years"	"25-34"	2889	183202846	1.6
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"35-44 years"	"35-44"	2828	168477078	1.7
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"45-54 years"	"45-54"	2717	163561170	1.7
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"55-64 years"	"55-64"	3386	169927914	2.0
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"65-74 years"	"65-74"	2048	128191269	1.6
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"75-84 years"	"75-84"	1036	64021868	1.6
	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	"85+ years"	"85+"	409	25783637	1.6
	"Pedestrian injured in unspecified traffic accident"	"V09.3"	"25-34 years"	"25-34"	13	183202846	Unreliable
	"Pedestrian injured in unspecified traffic accident"	"V09.3"	"55-64 years"	"55-64"	14	169927914	Unreliable
	"Pedestrian injured in unspecified traffic accident"	"V09.3"	"65-74 years"	"65-74"	13	128191269	Unreliable
	"Pedestrian injured in unspecified transport accident"	"V09.9"	"1-4 years"	"1-4"	12	62584825	Unreliable
	"Pedestrian injured in unspecified transport accident"	"V09.9"	"5-14 years"	"5-14"	11	164800798	Unreliable
	"Pedestrian injured in unspecified transport accident"	"V09.9"	"15-24 years"	"15-24"	23	171302657	0.0
	"Pedestrian injured in unspecified transport accident"	"V09.9"	"25-34 years"	"25-34"	33	183202846	0.0
	"Pedestrian injured in unspecified transport accident"	"V09.9"	"35-44 years"	"35-44"	37	168477078	0.0
	"Pedestrian injured in unspecified transport accident"	"V09.9"	"45-54 years"	"45-54"	37	163561170	0.0
	"Pedestrian injured in unspecified transport accident"	"V09.9"	"55-64 years"	"55-64"	38	169927914	0.0
	"Pedestrian injured in unspecified transport accident"	"V09.9"	"65-74 years"	"65-74"	40	128191269	0.0
	"Pedestrian injured in unspecified transport accident"	"V09.9"	"75-84 years"	"75-84"	28	64021868	0.0
	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"5-14 years"	"5-14"	20	164800798	0.0
	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"15-24 years"	"15-24"	55	171302657	0.0
	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"25-34 years"	"25-34"	70	183202846	0.0
	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"35-44 years"	"35-44"	72	168477078	0.0
	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"45-54 years"	"45-54"	104	163561170	0.1
	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"55-64 years"	"55-64"	159	169927914	0.1
	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"65-74 years"	"65-74"	91	128191269	0.1
	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	"75-84 years"	"75-84"	37	64021868	0.1
	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"5-14 years"	"5-14"	22	164800798	0.0
	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"15-24 years"	"15-24"	57	171302657	0.0
	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"25-34 years"	"25-34"	67	183202846	0.0
	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"35-44 years"	"35-44"	90	168477078	0.1
	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"45-54 years"	"45-54"	106	163561170	0.1
	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"55-64 years"	"55-64"	146	169927914	0.1
	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"65-74 years"	"65-74"	96	128191269	0.1
	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	"75-84 years"	"75-84"	37	64021868	0.1
	"Pedal cyclist injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V14.4"	"35-44 years"	"35-44"	14	168477078	Unreliable
	"Pedal cyclist injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V14.4"	"45-54 years"	"45-54"	10	163561170	Unreliable
	"Pedal cyclist injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V14.4"	"55-64 years"	"55-64"	12	169927914	Unreliable
	"Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist injured in traffic accident"	"V14.9"	"15-24 years"	"15-24"	13	171302657	Unreliable
	"Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist injured in traffic accident"	"V14.9"	"35-44 years"	"35-44"	12	168477078	Unreliable
	"Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist injured in traffic accident"	"V14.9"	"45-54 years"	"45-54"	13	163561170	Unreliable
	"Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist injured in traffic accident"	"V14.9"	"65-74 years"	"65-74"	10	128191269	Unreliable
	"Pedal cyclist injured in collision with fixed or stationary object, driver injured in traffic accident"	"V17.4"	"55-64 years"	"55-64"	16	169927914	Unreliable
	"Pedal cyclist injured in collision with fixed or stationary object, driver injured in traffic accident"	"V17.4"	"65-74 years"	"65-74"	12	128191269	Unreliable
	"Pedal cyclist injured in collision with fixed or stationary object, unspecified pedal cyclist injured in traffic accident"	"V17.9"	"55-64 years"	"55-64"	14	169927914	Unreliable
	"Pedal cyclist injured in noncollision transport accident, driver injured in nontraffic accident"	"V18.0"	"55-64 years"	"55-64"	11	169927914	Unreliable
	"Pedal cyclist injured in noncollision transport accident, driver injured in nontraffic accident"	"V18.0"	"65-74 years"	"65-74"	10	128191269	Unreliable
	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in nontraffic accident"	"V18.2"	"55-64 years"	"55-64"	18	169927914	Unreliable
	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in nontraffic accident"	"V18.2"	"65-74 years"	"65-74"	10	128191269	Unreliable
	"Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident"	"V18.4"	"35-44 years"	"35-44"	12	168477078	Unreliable
	"Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident"	"V18.4"	"45-54 years"	"45-54"	23	163561170	0.0
	"Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident"	"V18.4"	"55-64 years"	"55-64"	63	169927914	0.0
	"Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident"	"V18.4"	"65-74 years"	"65-74"	51	128191269	0.0
	"Pedal cyclist injured in noncollision transport accident, driver injured in traffic accident"	"V18.4"	"75-84 years"	"75-84"	25	64021868	0.0
	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident"	"V18.9"	"45-54 years"	"45-54"	39	163561170	0.0
	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident"	"V18.9"	"55-64 years"	"55-64"	63	169927914	0.0
	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident"	"V18.9"	"65-74 years"	"65-74"	65	128191269	0.1
	"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident"	"V18.9"	"75-84 years"	"75-84"	41	64021868	0.1
	"Pedal cyclist [any] injured in unspecified nontraffic accident"	"V19.3"	"65-74 years"	"65-74"	15	128191269	Unreliable
	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"5-14 years"	"5-14"	37	164800798	0.0
	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"15-24 years"	"15-24"	86	171302657	0.1
	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"25-34 years"	"25-34"	119	183202846	0.1
	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"35-44 years"	"35-44"	122	168477078	0.1
	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"45-54 years"	"45-54"	173	163561170	0.1
	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"55-64 years"	"55-64"	263	169927914	0.2
	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"65-74 years"	"65-74"	135	128191269	0.1
	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"75-84 years"	"75-84"	56	64021868	0.1
	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	"85+ years"	"85+"	13	25783637	Unreliable
	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"5-14 years"	"5-14"	22	164800798	0.0
	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"15-24 years"	"15-24"	61	171302657	0.0
	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"25-34 years"	"25-34"	61	183202846	0.0
	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"35-44 years"	"35-44"	90	168477078	0.1
	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"45-54 years"	"45-54"	90	163561170	0.1
	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"55-64 years"	"55-64"	142	169927914	0.1
	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"65-74 years"	"65-74"	63	128191269	0.0
	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	"75-84 years"	"75-84"	25	64021868	0.0
	"Pedal cyclist [any] injured in unspecified traffic accident"	"V19.9"	"5-14 years"	"5-14"	24	164800798	0.0
	"Pedal cyclist [any] injured in unspecified traffic accident"	"V19.9"	"15-24 years"	"15-24"	55	171302657	0.0
	"Pedal cyclist [any] injured in unspecified traffic accident"	"V19.9"	"25-34 years"	"25-34"	67	183202846	0.0
	"Pedal cyclist [any] injured in unspecified traffic accident"	"V19.9"	"35-44 years"	"35-44"	93	168477078	0.1
